conversion,germline,ratio,avg_960_to_1010,avg_110_to_160
0.15,0,0.6,0.095366606,
0.15,0.05,0.6,0.115720477,
0.15,0.1,0.6,0.133528471,
0.15,0.15,0.6,0.153609402,
0.15,0.2,0.6,0.163116686,
0.15,0.25,0.6,0.165875455,
0.15,0.3,0.6,0.186540347,
0.15,0.35,0.6,0.162264643,
0.15,0.4,0.6,0.193686155,
0.15,0.45,0.6,0.228449418,
0.15,0.5,0.6,0.206606996,
0.15,0.55,0.6,0.258236329,
0.15,0.6,0.6,0.296186292,
0.15,0.65,0.6,0.357643476,
0.15,0.7,0.6,0.355771349,
0.15,0.75,0.6,0.423917061,
0.15,0.8,0.6,0.480569078,
0.15,0.85,0.6,0.580790773,
0.15,0.9,0.6,0.67381428,
0.15,0.95,0.6,0.825119708,
0.15,1,0.6,1,
0.2,0,0.6,0.142787875,
0.2,0.05,0.6,0.157726916,
0.2,0.1,0.6,0.172809004,
0.2,0.15,0.6,0.174488839,
0.2,0.2,0.6,0.175150306,
0.2,0.25,0.6,0.184016088,
0.2,0.3,0.6,0.221041929,
0.2,0.35,0.6,0.186690382,
0.2,0.4,0.6,0.224642557,
0.2,0.45,0.6,0.276188231,
0.2,0.5,0.6,0.31132828,
0.2,0.55,0.6,0.355464175,
0.2,0.6,0.6,0.347631902,
0.2,0.65,0.6,0.41777142,
0.2,0.7,0.6,0.440569004,
0.2,0.75,0.6,0.528249257,
0.2,0.8,0.6,0.589577014,
0.2,0.85,0.6,0.658305125,
0.2,0.9,0.6,0.756577504,
0.2,0.95,0.6,0.869582163,
0.2,1,0.6,1,
0.25,0,0.6,0.172481257,
0.25,0.05,0.6,0.1784972,
0.25,0.1,0.6,0.169232329,
0.25,0.15,0.6,0.189447463,
0.25,0.2,0.6,0.226515735,
0.25,0.25,0.6,0.186574875,
0.25,0.3,0.6,0.226371251,
0.25,0.35,0.6,0.277439588,
0.25,0.4,0.6,0.308712824,
0.25,0.45,0.6,0.359087596,
0.25,0.5,0.6,0.325973124,
0.25,0.55,0.6,0.38590379,
0.25,0.6,0.6,0.420393576,
0.25,0.65,0.6,0.461372082,
0.25,0.7,0.6,0.543454959,
0.25,0.75,0.6,0.590963451,
0.25,0.8,0.6,0.643277833,
0.25,0.85,0.6,0.721393171,
0.25,0.9,0.6,0.801620449,
0.25,0.95,0.6,0.895899812,
0.25,1,0.6,1,
0.3,0,0.6,0.17567211,
0.3,0.05,0.6,0.183622655,
0.3,0.1,0.6,0.221123129,
0.3,0.15,0.6,0.183134202,
0.3,0.2,0.6,0.221593002,
0.3,0.25,0.6,0.264658906,
0.3,0.3,0.1,0.292791598,
0.3,0.35,0.1,0.342638714,
0.3,0.4,0.1,0.302009678,
0.3,0.45,0.1,0.362025412,
0.3,0.5,0.1,0.41509698,
0.3,0.55,0.1,0.436125643,
0.3,0.6,0.1,0.478489767,
0.3,0.65,0.1,0.54837122,
0.3,0.7,0.1,0.590753375,
0.3,0.75,0.1,0.635462698,
0.3,0.8,0.1,0.701371757,
0.3,0.85,0.1,0.758269518,
0.3,0.9,0.1,0.831854873,
0.3,0.95,0.1,0.911668349,
0.3,1,0.1,1,
0.35,0,0.6,0.214749375,
0.35,0.05,0.6,0.195573802,
0.35,0.1,0.6,0.215119796,
0.35,0.15,0.6,0.253145876,
0.35,0.2,0.6,0.285960194,
0.35,0.25,0.6,0.326933706,
0.35,0.3,0.1,0.351182829,
0.35,0.35,0.1,0.333269884,
0.35,0.4,0.1,0.38282051,
0.35,0.45,0.1,0.426689576,
0.35,0.5,0.1,0.439912545,
0.35,0.55,0.1,0.496915829,
0.35,0.6,0.1,0.550158643,
0.35,0.65,0.1,0.588793853,
0.35,0.7,0.1,0.626832153,
0.35,0.75,0.1,0.68178181,
0.35,0.8,0.1,0.730826786,
0.35,0.85,0.1,0.790589702,
0.35,0.9,0.1,0.854540973,
0.35,0.95,0.1,0.929010839,
0.35,1,0.1,1,
0.4,0,0.6,0.20889211,
0.4,0.05,0.6,0.245038673,
0.4,0.1,0.6,0.285907478,
0.4,0.15,0.6,0.312356422,
0.4,0.2,0.6,0.358408418,
0.4,0.25,0.6,0.30852072,
0.4,0.3,0.1,0.364159829,
0.4,0.35,0.1,0.409284618,
0.4,0.4,0.1,0.421588555,
0.4,0.45,0.1,0.448311294,
0.4,0.5,0.1,0.516348753,
0.4,0.55,0.1,0.552776796,
0.4,0.6,0.1,0.590466812,
0.4,0.65,0.1,0.620995939,
0.4,0.7,0.1,0.66845858,
0.4,0.75,0.1,0.714816518,
0.4,0.8,0.1,0.765400431,
0.4,0.85,0.1,0.818189476,
0.4,0.9,0.1,0.875552549,
0.4,0.95,0.1,0.942185865,
0.4,1,0.1,1,
0.45,0,0.6,0.284886347,
0.45,0.05,0.6,0.308912671,
0.45,0.1,0.6,0.350128798,
0.45,0.15,0.6,0.30137568,
0.45,0.2,0.6,0.345925343,
0.45,0.25,0.6,0.3847556,
0.45,0.3,0.1,0.428691633,
0.45,0.35,0.1,0.43819698,
0.45,0.4,0.1,0.469134576,
0.45,0.45,0.1,0.529453149,
0.45,0.5,0.1,0.556632231,
0.45,0.55,0.1,0.591056367,
0.45,0.6,0.1,0.619851082,
0.45,0.65,0.1,0.658813045,
0.45,0.7,0.1,0.706522033,
0.45,0.75,0.1,0.744637171,
0.45,0.8,0.1,0.791898965,
0.45,0.85,0.1,0.839257367,
0.45,0.9,0.1,0.895935222,
0.45,0.95,0.1,0.954561694,
0.45,1,0.1,1,
0.5,0,0.6,0.352437996,
0.5,0.05,0.6,0.299728014,
0.5,0.1,0.6,0.340248673,
0.5,0.15,0.6,0.377428882,
0.5,0.2,0.6,0.423644265,
0.5,0.25,0.6,0.426552475,
0.5,0.3,0.1,0.446251422,
0.5,0.35,0.1,0.496618584,
0.5,0.4,0.1,0.544777818,
0.5,0.45,0.1,0.558884431,
0.5,0.5,0.1,0.599543829,
0.5,0.55,0.1,0.625526618,
0.5,0.6,0.1,0.656306982,
0.5,0.65,0.1,0.698294702,
0.5,0.7,0.1,0.732270304,
0.5,0.75,0.1,0.775985565,
0.5,0.8,0.1,0.816630098,
0.5,0.85,0.1,0.859068731,
0.5,0.9,0.1,0.904820935,
0.5,0.95,0.1,0.951644102,
0.5,1,0.1,1,
0.55,0,0.6,0.347168808,
0.55,0.05,0.6,0.379801296,
0.55,0.1,0.6,0.420078125,
0.55,0.15,0.6,0.423078041,
0.55,0.2,0.6,0.441399535,
0.55,0.25,0.6,0.479511006,
0.55,0.3,0.1,0.529474555,
0.55,0.35,0.1,0.553939182,
0.55,0.4,0.1,0.574695194,
0.55,0.45,0.1,0.598886035,
0.55,0.5,0.1,0.632081884,
0.55,0.55,0.1,0.661854818,
0.55,0.6,0.1,0.698111902,
0.55,0.65,0.1,0.728399529,
0.55,0.7,0.1,0.766600649,
0.55,0.75,0.1,0.801818424,
0.55,0.8,0.1,0.840233318,
0.55,0.85,0.1,0.874439412,
0.55,0.9,0.1,0.918754757,
0.55,0.95,0.1,0.962206025,
0.55,1,0.1,1,
0.6,0,0.6,0.429148933,
0.6,0.05,0.6,0.431589867,
0.6,0.1,0.6,0.443927271,
0.6,0.15,0.6,0.481769206,
0.6,0.2,0.6,0.528515929,
0.6,0.25,0.6,0.551133675,
0.6,0.3,0.1,0.564423431,
0.6,0.35,0.1,0.598362418,
0.6,0.4,0.1,0.613374629,
0.6,0.45,0.1,0.638821845,
0.6,0.5,0.1,0.67589179,
0.6,0.55,0.1,0.702743114,
0.6,0.6,0.1,0.729441153,
0.6,0.65,0.1,0.762517584,
0.6,0.7,0.1,0.790605208,
0.6,0.75,0.1,0.823254798,
0.6,0.8,0.1,0.85695492,
0.6,0.85,0.1,0.893317127,
0.6,0.9,0.1,0.928545188,
0.6,0.95,0.1,0.967930341,
0.6,1,0.1,1,
0.65,0,0.6,0.466130643,
0.65,0.05,0.6,0.506538518,
0.65,0.1,0.6,0.540580294,
0.65,0.15,0.6,0.555098253,
0.65,0.2,0.6,0.568876316,
0.65,0.25,0.6,0.598699265,
0.65,0.3,0.1,0.607705824,
0.65,0.35,0.1,0.636152555,
0.65,0.4,0.1,0.657942237,
0.65,0.45,0.1,0.691540386,
0.65,0.5,0.1,0.713412714,
0.65,0.55,0.1,0.736512312,
0.65,0.6,0.1,0.765341602,
0.65,0.65,0.1,0.793624625,
0.65,0.7,0.1,0.818767812,
0.65,0.75,0.1,0.847933673,
0.65,0.8,0.1,0.879265382,
0.65,0.85,0.1,0.906758653,
0.65,0.9,0.1,0.943567873,
0.65,0.95,0.1,0.975875771,
0.65,1,0.1,1,
0.7,0,0.6,0.553644575,
0.7,0.05,0.6,0.563546525,
0.7,0.1,0.6,0.591109333,
0.7,0.15,0.6,0.598642598,
0.7,0.2,0.6,0.621188469,
0.7,0.25,0.6,0.638726386,
0.7,0.3,0.1,0.663900155,
0.7,0.35,0.1,0.691323249,
0.7,0.4,0.1,0.709759876,
0.7,0.45,0.1,0.728228775,
0.7,0.5,0.1,0.752454347,
0.7,0.55,0.1,0.77611448,
0.7,0.6,0.1,0.798546371,
0.7,0.65,0.1,0.820226402,
0.7,0.7,0.1,0.844276386,
0.7,0.75,0.1,0.868879816,
0.7,0.8,0.1,0.897925767,
0.7,0.85,0.1,0.922867747,
0.7,0.9,0.1,0.946921724,
0.7,0.95,0.1,0.980119561,
0.7,1,0.1,1,
0.75,0,0.6,0.604674033,
0.75,0.05,0.6,0.627156751,
0.75,0.1,0.6,0.639460171,
0.75,0.15,0.6,0.659416673,
0.75,0.2,0.6,0.687079841,
0.75,0.25,0.6,0.700503114,
0.75,0.3,0.1,0.717366388,
0.75,0.35,0.1,0.731701541,
0.75,0.4,0.1,0.754600312,
0.75,0.45,0.1,0.773174847,
0.75,0.5,0.1,0.791122308,
0.75,0.55,0.1,0.811484394,
0.75,0.6,0.1,0.830675865,
0.75,0.65,0.1,0.851216659,
0.75,0.7,0.1,0.873708951,
0.75,0.75,0.1,0.891516804,
0.75,0.8,0.1,0.912608243,
0.75,0.85,0.1,0.933020506,
0.75,0.9,0.1,0.959950578,
0.75,0.95,0.1,0.981599571,
0.75,1,0.1,1,
0.8,0,0.6,0.687648633,
0.8,0.05,0.6,0.696979855,
0.8,0.1,0.6,0.712141735,
0.8,0.15,0.6,0.723612269,
0.8,0.2,0.6,0.73837658,
0.8,0.25,0.6,0.75729729,
0.8,0.3,0.1,0.771980051,
0.8,0.35,0.1,0.783910784,
0.8,0.4,0.1,0.801562567,
0.8,0.45,0.1,0.819245551,
0.8,0.5,0.1,0.831221318,
0.8,0.55,0.1,0.847763384,
0.8,0.6,0.1,0.863584763,
0.8,0.65,0.1,0.878628012,
0.8,0.7,0.1,0.897206059,
0.8,0.75,0.1,0.911723373,
0.8,0.8,0.1,0.932505747,
0.8,0.85,0.1,0.950645792,
0.8,0.9,0.1,0.969149025,
0.8,0.95,0.1,0.982933275,
0.8,1,0.1,1,
0.85,0,0.6,0.758584671,
0.85,0.05,0.6,0.769045029,
0.85,0.1,0.6,0.778064524,
0.85,0.15,0.6,0.789821196,
0.85,0.2,0.6,0.801818755,
0.85,0.25,0.6,0.814231573,
0.85,0.3,0.1,0.825301227,
0.85,0.35,0.1,0.838630537,
0.85,0.4,0.1,0.847847069,
0.85,0.45,0.1,0.862978941,
0.85,0.5,0.1,0.872626935,
0.85,0.55,0.1,0.888087812,
0.85,0.6,0.1,0.898666735,
0.85,0.65,0.1,0.909615637,
0.85,0.7,0.1,0.925337886,
0.85,0.75,0.1,0.937732669,
0.85,0.8,0.1,0.951133398,
0.85,0.85,0.1,0.964506524,
0.85,0.9,0.1,0.976829508,
0.85,0.95,0.1,0.987334773,
0.85,1,0.1,1,
0.9,0,0.6,0.833010308,
0.9,0.05,0.6,0.841451225,
0.9,0.1,0.6,0.848067931,
0.9,0.15,0.6,0.85784899,
0.9,0.2,0.6,0.865131875,
0.9,0.25,0.6,0.875304851,
0.9,0.3,0.1,0.8823037,
0.9,0.35,0.1,0.890019688,
0.9,0.4,0.1,0.899349822,
0.9,0.45,0.1,0.906680931,
0.9,0.5,0.1,0.913914518,
0.9,0.55,0.1,0.923354431,
0.9,0.6,0.1,0.933983261,
0.9,0.65,0.1,0.944231816,
0.9,0.7,0.1,0.952247888,
0.9,0.75,0.1,0.959453494,
0.9,0.8,0.1,0.96824491,
0.9,0.85,0.1,0.979320696,
0.9,0.9,0.1,0.985793018,
0.9,0.95,0.1,0.994019884,
0.9,1,0.1,1,
0.95,0,0.6,0.915012445,
0.95,0.05,0.6,0.917779865,
0.95,0.1,0.6,0.924622655,
0.95,0.15,0.6,0.92804741,
0.95,0.2,0.6,0.931925084,
0.95,0.25,0.6,0.937866241,
0.95,0.3,0.1,0.941886553,
0.95,0.35,0.1,0.946288459,
0.95,0.4,0.1,0.950232275,
0.95,0.45,0.1,0.955117055,
0.95,0.5,0.1,0.961044686,
0.95,0.55,0.1,0.964982584,
0.95,0.6,0.1,0.969720029,
0.95,0.65,0.1,0.973953478,
0.95,0.7,0.1,0.979280461,
0.95,0.75,0.1,0.97928849,
0.95,0.8,0.1,0.982608971,
0.95,0.85,0.1,0.991456949,
0.95,0.9,0.1,0.993800147,
0.95,0.95,0.1,0.997828247,
0.95,1,0.1,1,
1,0,0.6,1,
1,0.05,0.6,1,
1,0.1,0.6,1,
1,0.15,0.6,1,
1,0.2,0.6,1,
1,0.25,0.6,1,
1,0.3,0.1,1,
1,0.35,0.1,1,
1,0.4,0.1,1,
1,0.45,0.1,1,
1,0.5,0.1,1,
1,0.55,0.1,1,
1,0.6,0.1,1,
1,0.65,0.1,1,
1,0.7,0.1,1,
1,0.75,0.1,1,
1,0.8,0.1,1,
1,0.85,0.1,1,
1,0.9,0.1,1,
1,0.95,0.1,1,
1,1,0.1,1,
