conversion,germline,ratio,avg_960_to_1010,avg_110_to_160
0.65,0.6,0.1,,0.7631061251885369
0.65,0.65,0.1,,0.7879105957767722
0.65,0.7,0.1,,0.8190122941176471
0.65,0.75,0.1,,0.8460348687782806
0.65,0.8,0.1,,0.8762315384615385
0.65,0.85,0.1,,0.9065084645550527
0.65,0.9,0.1,,0.9398718144796381
0.65,0.95,0.1,,0.9740091105882352
0.65,1.0,0.1,,1.0
0.7,0.0,0.6,0.5561320995475113,
0.7,0.05,0.6,0.5660927865761689,
0.7,0.1,0.6,0.5842543853695324,
0.7,0.15,0.6,0.6080111123680241,
0.7,0.2,0.6,0.6170161538461538,
0.7,0.25,0.6,0.640376677978884,
0.7,0.3,0.1,,0.6567403544494721
0.7,0.35,0.1,,0.6893545301659125
0.7,0.4,0.1,,0.7068116719457014
0.7,0.45,0.1,,0.7266470113122172
0.7,0.5,0.1,,0.74961437933635
0.7,0.55,0.1,,0.7737142745098039
0.7,0.6,0.1,,0.7958271598793363
0.7,0.65,0.1,,0.8194261523378581
0.7,0.7,0.1,,0.8462214788838612
0.7,0.75,0.1,,0.8694038793363499
0.7,0.8,0.1,,0.8954000610859728
0.7,0.85,0.1,,0.9202391576168929
0.7,0.9,0.1,,0.9495867013574661
0.7,0.95,0.1,,0.975235537254902
0.7,1.0,0.1,,1.0
0.75,0.0,0.6,0.6057926123680242,
0.75,0.05,0.6,0.6239281508295627,
0.75,0.1,0.6,0.6420362443438914,
0.75,0.15,0.6,0.6565998815987933,
0.75,0.2,0.6,0.6840812021116138,
0.75,0.25,0.6,0.6998745950226244,
0.75,0.3,0.1,,0.716887750377074
0.75,0.35,0.1,,0.7328025105580693
0.75,0.4,0.1,,0.751673987933635
0.75,0.45,0.1,,0.7729276975867271
0.75,0.5,0.1,,0.7909937345399698
0.75,0.55,0.1,,0.8109249140271493
0.75,0.6,0.1,,0.8310211123680241
0.75,0.65,0.1,,0.8502895414781297
0.75,0.7,0.1,,0.8704323883861237
0.75,0.75,0.1,,0.8906801274509805
0.75,0.8,0.1,,0.9142926606334841
0.75,0.85,0.1,,0.9345143823529412
0.75,0.9,0.1,,0.9584410490196078
0.75,0.95,0.1,,0.9824951701960783
0.75,1.0,0.1,,1.0
0.8,0.0,0.6,0.685858395173454,
0.8,0.05,0.6,0.6982853499245851,
0.8,0.1,0.6,0.7119262926093514,
0.8,0.15,0.6,0.7233909555052791,
0.8,0.2,0.6,0.7375936681749623,
0.8,0.25,0.6,0.7550229321266968,
0.8,0.3,0.1,,0.7701450384615385
0.8,0.35,0.1,,0.7842906749622927
0.8,0.4,0.1,,0.7995457488687783
0.8,0.45,0.1,,0.8162466779788838
0.8,0.5,0.1,,0.831641766214178
0.8,0.55,0.1,,0.84778157239819
0.8,0.6,0.1,,0.864946177978884
0.8,0.65,0.1,,0.8803683061840121
0.8,0.7,0.1,,0.8979199411764706
0.8,0.75,0.1,,0.9134909615384614
0.8,0.8,0.1,,0.9319479253393664
0.8,0.85,0.1,,0.9515006168929111
0.8,0.9,0.1,,0.9693940414781296
0.8,0.95,0.1,,0.9857565035294118
0.8,1.0,0.1,,1.0
0.85,0.0,0.6,0.7555943793363499,
0.85,0.05,0.6,0.7687794502262443,
0.85,0.1,0.6,0.7790958431372549,
0.85,0.15,0.6,0.7887481742081448,
0.85,0.2,0.6,0.8010876847662142,
0.85,0.25,0.6,0.813167085218703,
0.85,0.3,0.1,,0.8238617300150829
0.85,0.35,0.1,,0.8363565377073907
0.85,0.4,0.1,,0.8479482345399698
0.85,0.45,0.1,,0.8616163476621418
0.85,0.5,0.1,,0.8740608273001508
0.85,0.55,0.1,,0.8846153582202111
0.85,0.6,0.1,,0.8979124162895928
0.85,0.65,0.1,,0.9109964939668175
0.85,0.7,0.1,,0.9235329200603318
0.85,0.75,0.1,,0.9362731365007542
0.85,0.8,0.1,,0.950554907239819
0.85,0.85,0.1,,0.9640919200603318
0.85,0.9,0.1,,0.9788895769230769
0.85,0.95,0.1,,0.9901380839215687
0.85,1.0,0.1,,1.0
0.9,0.0,0.6,0.8325326749622927,
0.9,0.05,0.6,0.8422654901960784,
0.9,0.1,0.6,0.8503566108597286,
0.9,0.15,0.6,0.8582880052790347,
0.9,0.2,0.6,0.8665605060331825,
0.9,0.25,0.6,0.8745634939668174,
0.9,0.3,0.1,,0.8822355045248869
0.9,0.35,0.1,,0.8911579524886878
0.9,0.4,0.1,,0.8987677518853695
0.9,0.45,0.1,,0.9080850746606335
0.9,0.5,0.1,,0.9159406621417798
0.9,0.55,0.1,,0.9242932571644041
0.9,0.6,0.1,,0.9302353996983409
0.9,0.65,0.1,,0.9410140384615384
0.9,0.7,0.1,,0.9509584871794872
0.9,0.75,0.1,,0.959628165158371
0.9,0.8,0.1,,0.9700393959276018
0.9,0.85,0.1,,0.9773143303167421
0.9,0.9,0.1,,0.9869979185520362
0.9,0.95,0.1,,0.9947627082352942
0.9,1.0,0.1,,1.0
0.95,0.0,0.6,0.9154470957767723,
0.95,0.05,0.6,0.9198661380090497,
0.95,0.1,0.6,0.9233185595776773,
0.95,0.15,0.6,0.9273101101055806,
0.95,0.2,0.6,0.9317940716440423,
0.95,0.25,0.6,0.9383403408748114,
0.95,0.3,0.1,,0.9416904230769231
0.95,0.35,0.1,,0.9455066417797888
0.95,0.4,0.1,,0.9504259894419307
0.95,0.45,0.1,,0.9530718401206636
0.95,0.5,0.1,,0.9591686417797889
0.95,0.55,0.1,,0.9652987179487179
0.95,0.6,0.1,,0.9696188936651584
0.95,0.65,0.1,,0.9731480196078431
0.95,0.7,0.1,,0.975706371040724
0.95,0.75,0.1,,0.9808720460030165
0.95,0.8,0.1,,0.9858309245852188
0.95,0.85,0.1,,0.9893027714932128
0.95,0.9,0.1,,0.9939789819004525
0.95,0.95,0.1,,0.9980089380392156
0.95,1.0,0.1,,1.0
1.0,0.0,0.6,1.0,
1.0,0.05,0.6,1.0,
1.0,0.1,0.6,1.0,
1.0,0.15,0.6,1.0,
1.0,0.2,0.6,1.0,
1.0,0.25,0.6,1.0,
1.0,0.3,0.1,,1.0
1.0,0.35,0.1,,1.0
1.0,0.4,0.1,,1.0
1.0,0.45,0.1,,1.0
1.0,0.5,0.1,,1.0
1.0,0.55,0.1,,1.0
1.0,0.6,0.1,,1.0
1.0,0.65,0.1,,1.0
1.0,0.7,0.1,,1.0
1.0,0.75,0.1,,1.0
1.0,0.8,0.1,,1.0
1.0,0.85,0.1,,1.0
1.0,0.9,0.1,,1.0
1.0,0.95,0.1,,1.0
1.0,1.0,0.1,,1.0
